host_id,host_since,host_response_time,host_is_superhost,host_total_listings_count,host_verifications,neighbourhood_cleansed,neighbourhood_group_cleansed,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,reviews_per_month,occupancy_est_total,occupancy_est_ltm,revenue_est_total,revenue_est_ltm,comp_ratings,days_as_host,success,success_ltm
107909050,2016-12-20,within an hour,FALSE,1,7,Jurong West,West Region,640549,1.35387,103.71593,House,Private room,2,3,1,1,Real Bed,16,108,0,0,1,0,2,1125,4,0,80,9,8,10,10,9,9,TRUE,flexible,1,0,1,0.24,8,0,864,0,6.90625,1071,Low,Low
144936523,2017-08-08,within an hour,TRUE,21,8,Geylang,Central Region,398537,1.31225,103.88329,Loft,Entire home/apt,2,1,1,1,Real Bed,35,111,200,50,1,15,6,1124,5,5,92,10,9,10,9,9,9,FALSE,strict_14_with_grace_period,12,4,8,0.7,30,30,3330,3330,7.4750000000000005,840,Medium,Medium
144936523,2017-08-08,within an hour,TRUE,21,8,Geylang,Central Region,398537,1.31393,103.88521,Loft,Entire home/apt,2,1,1,1,Real Bed,34,111,200,50,1,15,6,1124,4,4,95,10,10,10,10,9,9,FALSE,strict_14_with_grace_period,12,4,8,0.72,24,24,2664,2664,7.6937500000000005,840,Low,Medium
144936523,2017-08-08,within an hour,TRUE,21,8,Geylang,Central Region,398537,1.31233,103.88485,Apartment,Private room,2,1,1,1,Real Bed,34,115,200,50,1,15,7,1124,2,2,100,10,10,10,9,10,8,FALSE,strict_14_with_grace_period,12,4,8,0.22,14,14,1610,1610,7.8687499999999995,840,Low,Medium
144936523,2017-08-08,within an hour,TRUE,21,8,Geylang,Central Region,398537,1.31341,103.88452,Apartment,Entire home/apt,2,1,1,1,Real Bed,34,130,200,50,1,8,29,1124,4,2,100,10,10,10,10,10,10,FALSE,strict_14_with_grace_period,12,4,8,0.24,116,58,15080,7540,8,840,Medium,High
144936523,2017-08-08,within an hour,TRUE,21,8,Geylang,Central Region,398537,1.31238,103.88368,Loft,Entire home/apt,2,1,1,1,Real Bed,34,130,200,60,1,8,29,1124,2,0,100,10,10,10,10,8,10,FALSE,strict_14_with_grace_period,12,4,8,0.12,58,0,7540,0,7.9125000000000005,840,Medium,Low
22103887,2014-10-04,within an hour,FALSE,3,9,Novena,Central Region,307957,1.3164,103.84213,Condominium,Entire home/apt,3,1,1,2,Real Bed,21,120,150,30,1,10,4,90,55,32,93,10,9,10,10,10,9,TRUE,strict_14_with_grace_period,3,3,0,3.11,220,128,26400,15360,7.60625,1879,High,High
8948251,2013-09-20,within an hour,FALSE,75,7,Outram,Central Region,059108,1.2845,103.84329,Apartment,Private room,1,1,1,1,Real Bed,32,66,0,20,1,10,90,1124,1,0,100,10,10,10,10,10,10,TRUE,strict_14_with_grace_period,92,0,92,0.06,90,0,5940,0,8,2258,Medium,Low
189819621,2018-05-15,N/A,FALSE,1,1,Bukit Batok,West Region,598718,1.35302,103.76837,Condominium,Private room,2,2,2,2,Real Bed,11,40,0,0,1,20,1,1125,9,0,84,8,7,10,9,10,9,TRUE,moderate,1,0,1,0.51,9,0,360,0,6.9937499999999995,560,Low,Low
24038248,2014-11-22,within an hour,TRUE,5,6,Serangoon,North-East Region,807217,1.38351,103.86913,House,Private room,4,1,2,2,Real Bed,18,46,500,45,2,25,2,360,75,54,98,10,9,10,10,9,10,FALSE,strict_14_with_grace_period,4,0,4,4.14,150,108,6900,4968,7.825,1830,Medium,Medium
148069329,2017-08-28,within an hour,TRUE,4,5,Kallang,Central Region,338800,1.31435,103.85883,Apartment,Entire home/apt,3,1,0,2,Real Bed,30,89,1000,65,2,25,55,1124,3,3,100,9,10,10,10,9,9,FALSE,strict_14_with_grace_period,6,6,0,0.36,165,165,14685,14685,7.8687499999999995,820,Medium,High
191309433,2018-05-24,within a few hours,FALSE,4,6,Hougang,North-East Region,535129,1.36215,103.89035,Condominium,Private room,2,1,1,1,Real Bed,20,42,0,120,1,0,21,1125,20,7,84,9,8,9,9,9,8,TRUE,strict_14_with_grace_period,4,0,4,1.12,420,147,17640,6174,6.95,551,High,Medium
52310102,2015-12-26,within a day,FALSE,14,9,Queenstown,Central Region,118146,1.27948,103.78768,Boutique hotel,Hotel room,2,1,1,1,Real Bed,16,100,150,50,1,25,1,1125,2,2,70,7,9,8,8,7,6,TRUE,flexible,14,0,9,0.57,2,2,200,200,6.03125,1431,Low,Low
18618387,2014-07-22,within a few hours,FALSE,19,6,Queenstown,Central Region,118146,1.28016,103.7877,Guesthouse,Private room,1,1,1,1,Real Bed,17,55,150,55,1,0,3,1125,4,2,85,9,9,9,9,9,9,TRUE,strict_14_with_grace_period,18,0,11,0.24,12,6,660,330,7.08125,1953,Low,Low
28260347,2015-02-24,N/A,FALSE,1,4,Punggol,North-East Region,824612,1.40436,103.90788,Apartment,Private room,2,1,1,1,Real Bed,19,75,0,8,2,8,3,90,11,1,98,9,10,10,10,9,10,FALSE,flexible,1,0,1,0.63,33,3,2475,225,7.825,1736,Low,Low
66406177,2016-04-09,within an hour,TRUE,365,5,Outram,Central Region,078878,1.2762,103.84414,Condominium,Entire home/apt,2,1,1,1,Real Bed,35,161,0,50,2,30,30,1125,1,1,100,10,10,10,10,10,8,TRUE,strict_14_with_grace_period,306,301,0,0.09,30,30,4830,4830,7.9125000000000005,1326,Medium,Medium
191309433,2018-05-24,within a few hours,FALSE,4,6,Kallang,Central Region,327979,1.32727,103.86251,Condominium,Private room,2,1,0,1,Real Bed,11,40,0,120,1,0,30,1125,4,1,65,7,6,9,9,8,7,TRUE,strict_14_with_grace_period,4,0,4,0.25,120,30,4800,1200,5.85625,551,Medium,Medium
1439258,2011-11-24,within a few hours,FALSE,33,8,Queenstown,Central Region,118146,1.28146,103.78597,Boutique hotel,Private room,1,1,1,1,Real Bed,25,70,150,65,1,30,1,1125,3,3,80,10,9,10,10,10,9,FALSE,moderate,33,0,31,0.76,3,3,210,210,7.0375000000000005,2924,Low,Low
18618387,2014-07-22,within a few hours,FALSE,19,6,Queenstown,Central Region,118146,1.27944,103.78697,Guesthouse,Private room,1,1,1,1,Real Bed,24,75,150,65,1,30,1,1125,4,2,100,10,10,10,10,10,10,TRUE,strict_14_with_grace_period,18,0,11,0.23,4,2,300,150,8,1953,Low,Low
117734470,2017-02-23,within an hour,FALSE,11,7,Novena,Central Region,329363,1.32719,103.84305,Condominium,Entire home/apt,4,1,2,2,Real Bed,38,169,0,50,1,0,5,90,24,10,73,7,7,9,7,8,8,TRUE,moderate,5,4,1,1.44,120,50,20280,8450,6.20625,1006,High,High
156409670,2017-10-27,within a few hours,FALSE,165,7,Queenstown,Central Region,159949,1.29187,103.80718,Serviced apartment,Entire home/apt,4,1,2,2,Real Bed,23,285,0,100,3,0,3,1125,1,1,80,6,10,10,10,10,8,FALSE,strict_14_with_grace_period,82,77,5,0.23,3,3,855,855,6.8625,760,Low,Low
2136599,2012-04-14,N/A,FALSE,1,6,Downtown Core,Central Region,079119,1.27415,103.84634,Condominium,Entire home/apt,3,2,2,2,Real Bed,19,250,0,0,1,0,5,30,2,0,100,10,10,10,10,10,10,FALSE,flexible,1,1,0,0.11,10,0,2500,0,8,2782,Low,Low
176745294,2018-03-05,within an hour,FALSE,1,6,Novena,Central Region,307747,1.31717,103.84323,Apartment,Entire home/apt,9,2,3,6,Real Bed,51,278,499,99,3,22,1,1125,47,32,85,9,8,10,9,9,8,TRUE,strict_14_with_grace_period,2,2,0,2.69,47,32,13066,8896,7.0375000000000005,631,Medium,High
6609641,2013-05-28,within an hour,TRUE,18,7,Tanglin,Central Region,257871,1.31566,103.82693,Serviced apartment,Hotel room,2,1,0,1,Real Bed,52,160,500,60,1,0,7,365,5,3,100,10,10,10,10,10,10,TRUE,strict_14_with_grace_period,19,12,0,0.28,35,21,5600,3360,8,2373,Medium,Medium
90613922,2016-08-18,within a few hours,FALSE,11,5,Rochor,Central Region,219107,1.31102,103.85338,Apartment,Entire home/apt,4,2,1,2,Real Bed,23,150,250,80,2,30,3,1125,33,20,93,10,9,10,9,10,9,FALSE,strict_14_with_grace_period,10,10,0,1.9,99,60,14850,9000,7.5625,1195,Medium,High
23336011,2014-11-04,within an hour,TRUE,51,5,Downtown Core,Central Region,069624,1.2805,103.8492,Serviced apartment,Entire home/apt,3,1,1,1,Real Bed,18,180,500,0,1,0,7,1125,4,2,100,10,10,10,10,10,10,FALSE,strict_14_with_grace_period,41,13,1,0.24,28,14,5040,2520,8,1848,Medium,Medium
8492007,2013-08-28,within a few hours,FALSE,175,5,Novena,Central Region,328316,1.32589,103.84858,Apartment,Entire home/apt,6,2,3,4,Real Bed,26,289,0,25,6,20,10,90,3,3,93,10,10,10,10,9,9,FALSE,strict_14_with_grace_period,169,108,1,0.33,30,30,8670,8670,7.60625,2281,Medium,High
31464513,2015-04-18,within an hour,FALSE,115,8,Novena,Central Region,329371,1.32908,103.84426,Serviced apartment,Hotel room,6,2,3,3,Real Bed,30,349,200,35,4,20,80,1124,1,0,100,10,10,10,10,10,10,TRUE,strict_14_with_grace_period,106,68,0,0.06,80,0,27920,0,8,1683,High,Low
76505816,2016-06-08,within an hour,TRUE,1,6,Geylang,Central Region,438133,1.31173,103.89071,Condominium,Entire home/apt,2,1.5,1,1,Real Bed,51,117,150,40,3,0,2,99,78,61,96,9,9,10,10,9,9,TRUE,strict_14_with_grace_period,1,1,0,4.64,156,122,18252,14274,7.6499999999999995,1266,High,High
59850672,2016-02-22,within an hour,TRUE,2,5,Choa Chu Kang,West Region,680291,1.3797,103.73912,Apartment,Private room,1,1,1,1,Real Bed,11,45,0,0,1,18,3,1125,13,9,98,10,10,9,10,10,10,FALSE,strict_14_with_grace_period,2,0,2,0.81,39,27,1755,1215,7.8687499999999995,1373,Low,Medium
97878860,2016-10-04,within an hour,FALSE,59,5,Outram,Central Region,059108,1.2832,103.84207,Apartment,Private room,1,1,1,1,Real Bed,30,67,0,30,1,10,90,1125,1,1,80,8,10,8,8,8,8,TRUE,strict_14_with_grace_period,64,0,64,0.09,90,90,6030,6030,6.6875,1148,Medium,Medium
23722617,2014-11-13,within a few hours,TRUE,92,5,Geylang,Central Region,388039,1.31403,103.88852,Condominium,Entire home/apt,2,1,0,1,Real Bed,21,78,0,0,1,0,10,1124,17,12,96,10,10,10,10,10,10,FALSE,strict_14_with_grace_period,90,90,0,0.99,170,120,13260,9360,7.825,1839,Medium,High
102052937,2016-11-01,within an hour,TRUE,2,5,River Valley,Central Region,238429,1.29453,103.83703,Condominium,Shared room,2,1,1,2,Real Bed,17,81,0,20,2,15,2,1125,13,8,94,10,9,9,10,10,9,FALSE,flexible,2,0,0,0.74,26,16,2106,1296,7.60625,1120,Low,Medium
162056672,2017-12-10,N/A,FALSE,2,3,Downtown Core,Central Region,018956,1.28473,103.8593,Boutique hotel,Private room,2,1,1,1,Real Bed,26,300,0,0,2,150,1,1125,9,0,85,8,9,7,8,9,9,FALSE,strict_14_with_grace_period,2,0,2,0.51,9,0,2700,0,6.90625,716,Low,Low
71047039,2016-05-09,within a few hours,FALSE,17,3,Outram,Central Region,069469,1.28201,103.84483,Serviced apartment,Hotel room,2,1,1,1,Real Bed,19,150,350,0,2,0,3,300,33,11,86,9,9,10,10,10,9,TRUE,strict_14_with_grace_period,15,9,0,1.86,99,33,14850,4950,7.2562500000000005,1296,Medium,Medium
31464513,2015-04-18,within an hour,FALSE,115,8,Novena,Central Region,329564,1.32539,103.84523,Serviced apartment,Entire home/apt,3,1,1,1,Real Bed,21,145,200,35,2,20,21,1124,1,1,100,10,10,10,10,10,10,FALSE,strict_14_with_grace_period,106,68,0,0.73,21,21,3045,3045,8,1683,Medium,Medium
183618288,2018-04-10,within a few hours,FALSE,28,8,Outram,Central Region,069469,1.28327,103.84513,Serviced apartment,Hotel room,4,1,1,2,Real Bed,17,201,400,70,2,15,3,30,9,5,82,9,9,9,9,10,8,TRUE,strict_14_with_grace_period,26,18,0,0.55,27,15,5427,3015,6.95,595,Medium,Medium
183618288,2018-04-10,within a few hours,FALSE,28,8,Outram,Central Region,069469,1.28336,103.845,Serviced apartment,Hotel room,4,1,1,2,Real Bed,17,175,0,70,2,15,3,30,6,4,97,10,10,10,9,10,9,TRUE,strict_14_with_grace_period,26,18,0,0.39,18,12,3150,2100,7.78125,595,Medium,Medium
32184450,2015-04-29,within an hour,FALSE,73,7,Kallang,Central Region,207557,1.31099,103.86014,Apartment,Entire home/apt,4,1,2,2,Real Bed,19,180,200,35,4,100,3,1125,1,1,20,2,2,2,2,2,2,FALSE,strict_14_with_grace_period,79,79,0,0.24,3,3,540,540,2.4000000000000004,1672,Low,Low
23722617,2014-11-13,within a few hours,TRUE,92,5,Outram,Central Region,058345,1.28385,103.84536,Apartment,Entire home/apt,2,1,0,1,Real Bed,15,111,1000,0,1,0,20,1124,5,4,84,9,9,8,9,10,9,FALSE,strict_14_with_grace_period,90,90,0,0.31,100,80,11100,8880,7.0375000000000005,1839,Medium,High
78395972,2016-06-18,within a day,TRUE,1,8,Bedok,East Region,470611,1.3302,103.91444,Apartment,Private room,2,1,1,1,Real Bed,17,60,0,0,2,30,2,1125,72,55,96,10,10,10,10,9,10,FALSE,moderate,1,0,1,4.18,144,110,8640,6600,7.78125,1256,Medium,High
156409670,2017-10-27,within a few hours,FALSE,165,7,Queenstown,Central Region,138678,1.30458,103.78435,Serviced apartment,Entire home/apt,6,2,3,3,Real Bed,24,345,0,100,1,0,3,1125,4,4,80,9,9,9,8,7,7,FALSE,strict_14_with_grace_period,82,77,5,0.37,12,12,4140,4140,6.64375,760,Medium,Medium
33539623,2015-05-17,within a day,FALSE,9,5,Rochor,Central Region,218567,1.30876,103.85037,Hostel,Shared room,10,5,1,9,Real Bed,22,81,0,0,1,30,2,1124,2,1,90,7,8,9,10,8,8,FALSE,strict_14_with_grace_period,9,0,0,0.13,4,2,324,162,7.125,1654,Low,Low
182166388,2018-04-03,within an hour,FALSE,3,2,Bedok,East Region,468961,1.3127,103.9512,Campsite,Entire home/apt,4,0,1,2,Real Bed,4,180,0,0,1,0,1,7,16,15,94,9,9,10,9,9,9,TRUE,strict_14_with_grace_period,3,3,0,1.16,16,15,2880,2700,7.51875,602,Low,Medium
8527085,2013-08-30,within an hour,FALSE,39,5,Downtown Core,Central Region,068882,1.28099,103.85008,Condominium,Entire home/apt,4,1,2,3,Real Bed,15,258,200,40,4,30,2,1125,61,45,93,9,9,9,10,10,9,FALSE,strict_14_with_grace_period,36,36,0,3.45,122,90,31476,23220,7.51875,2279,High,High
8948251,2013-09-20,within an hour,FALSE,75,7,Geylang,Central Region,387511,1.31439,103.88222,Apartment,Private room,1,3,1,1,Real Bed,29,33,0,15,1,10,18,1124,2,0,80,6,7,9,10,8,8,TRUE,strict_14_with_grace_period,92,0,92,0.12,36,0,1188,0,6.6000000000000005,2258,Low,Low
33539623,2015-05-17,within a day,FALSE,9,5,Rochor,Central Region,218567,1.30927,103.85162,Hostel,Shared room,2,1,1,1,Real Bed,20,81,0,0,2,30,1,1125,2,0,90,9,8,9,10,10,10,FALSE,moderate,9,0,0,0.11,2,0,162,0,7.3875,1654,Low,Low
33539623,2015-05-17,within a day,FALSE,9,5,Rochor,Central Region,218567,1.30773,103.85009,Hostel,Shared room,2,1,1,1,Real Bed,20,100,0,0,2,0,1,1125,1,0,60,2,4,10,4,6,6,FALSE,strict_14_with_grace_period,9,0,0,0.07,1,0,100,0,5.0249999999999995,1654,Low,Low
33539623,2015-05-17,within a day,FALSE,9,5,Rochor,Central Region,218567,1.30941,103.85203,Hostel,Shared room,10,5,1,10,Real Bed,20,38,0,0,1,50,1,1125,8,6,90,10,9,10,10,10,9,FALSE,moderate,9,0,0,0.54,8,6,304,228,7.4750000000000005,1654,Low,Low
33539623,2015-05-17,within a day,FALSE,9,5,Rochor,Central Region,218567,1.30956,103.85202,Hostel,Shared room,10,2,1,9,Real Bed,20,35,0,0,1,30,2,1124,2,0,90,10,9,10,10,10,10,FALSE,moderate,9,0,0,0.11,4,0,140,0,7.51875,1654,Low,Low
156409670,2017-10-27,within a few hours,FALSE,165,7,Novena,Central Region,307957,1.31519,103.84081,Serviced apartment,Entire home/apt,2,1,1,1,Real Bed,26,255,0,100,1,0,3,1125,1,1,100,10,10,10,10,6,8,FALSE,strict_14_with_grace_period,82,77,5,0.24,3,3,765,765,7.7375,760,Low,Low
31464513,2015-04-18,within an hour,FALSE,115,8,Novena,Central Region,329564,1.32508,103.84533,Condominium,Entire home/apt,3,1,1,1,Real Bed,28,141,200,50,2,20,77,1124,2,1,90,10,9,10,9,10,10,TRUE,strict_14_with_grace_period,106,68,0,0.12,154,77,21714,10857,7.4750000000000005,1683,High,High
2413412,2012-05-19,within an hour,FALSE,113,5,Outram,Central Region,059108,1.28526,103.84173,Apartment,Private room,1,1,1,1,Real Bed,30,66,0,30,1,20,90,1124,2,1,80,8,8,9,9,10,8,TRUE,strict_14_with_grace_period,120,0,120,0.13,180,90,11880,5940,6.7749999999999995,2747,Medium,Medium
187983099,2018-05-05,within an hour,FALSE,1,7,Tampines,East Region,529601,1.34975,103.92901,Condominium,Private room,2,1,1,1,Real Bed,56,81,0,0,2,40,1,1125,113,76,91,9,8,9,10,9,9,TRUE,strict_14_with_grace_period,1,0,1,6.58,113,76,9153,6156,7.34375,570,Medium,Medium
71047039,2016-05-09,within a few hours,FALSE,17,3,Outram,Central Region,069469,1.2822,103.84629,Serviced apartment,Hotel room,2,1,1,1,Real Bed,16,180,300,50,2,15,3,300,13,6,89,10,9,10,9,10,9,TRUE,strict_14_with_grace_period,15,9,0,0.75,39,18,7020,3240,7.3875,1296,Medium,Medium
120674614,2017-03-14,within a few hours,FALSE,6,7,Novena,Central Region,329682,1.3204,103.85368,Apartment,Entire home/apt,4,2,2,3,Real Bed,15,250,200,60,4,30,5,1125,2,2,100,10,10,10,10,8,10,TRUE,flexible,4,4,0,0.2,10,10,2500,2500,7.9125000000000005,987,Low,Medium
71047039,2016-05-09,within a few hours,FALSE,17,3,Outram,Central Region,069469,1.28372,103.84561,Apartment,Entire home/apt,4,1,1,2,Real Bed,16,190,300,50,2,15,3,300,8,0,80,8,8,9,8,9,8,TRUE,strict_14_with_grace_period,15,9,0,0.46,24,0,4560,0,6.6875,1296,Medium,Low
195325602,2018-06-13,within an hour,FALSE,6,5,Bukit Merah,Central Region,169066,1.28467,103.83495,Loft,Private room,2,1,1,1,Real Bed,17,66,0,15,1,20,12,60,3,3,93,9,10,10,10,10,10,TRUE,flexible,6,0,6,0.33,36,36,2376,2376,7.6499999999999995,531,Low,Medium
156409670,2017-10-27,within a few hours,FALSE,165,7,Novena,Central Region,307957,1.31646,103.84047,Condominium,Entire home/apt,4,1,2,2,Real Bed,24,289,0,100,3,0,3,1125,2,2,100,10,10,6,10,10,10,FALSE,strict_14_with_grace_period,82,77,5,0.21,6,6,1734,1734,7.825,760,Low,Medium
195325602,2018-06-13,within an hour,FALSE,6,5,Bukit Merah,Central Region,169066,1.28653,103.83382,Loft,Private room,2,1,1,1,Real Bed,16,66,0,15,1,20,12,60,1,1,60,8,6,2,8,10,8,TRUE,flexible,6,0,6,0.11,12,12,792,792,5.4624999999999995,531,Low,Low
32184450,2015-04-29,within an hour,FALSE,73,7,Novena,Central Region,328369,1.32417,103.85016,Apartment,Entire home/apt,3,1,1,1,Real Bed,20,105,200,25,4,50,14,1125,6,5,93,9,9,9,10,9,10,FALSE,strict_14_with_grace_period,79,79,0,0.36,84,70,8820,7350,7.51875,1672,Medium,High
195325602,2018-06-13,within an hour,FALSE,6,5,Bukit Merah,Central Region,169066,1.2846,103.83342,Loft,Private room,1,1,1,1,Real Bed,16,66,0,15,1,20,12,60,1,1,100,10,10,10,10,10,10,TRUE,flexible,6,0,6,0.18,12,12,792,792,8,531,Low,Low
195325602,2018-06-13,within an hour,FALSE,6,5,Bukit Merah,Central Region,169066,1.28455,103.83357,Loft,Private room,2,1,1,1,Real Bed,10,66,0,15,1,20,12,60,2,2,100,10,10,10,10,10,10,TRUE,flexible,6,0,6,0.22,24,24,1584,1584,8,531,Low,Medium
195325602,2018-06-13,within an hour,FALSE,6,5,Bukit Merah,Central Region,169066,1.28618,103.83369,Loft,Private room,2,1,1,1,Real Bed,14,66,0,15,1,20,12,60,1,1,80,6,8,10,10,10,6,TRUE,flexible,6,0,6,1,12,12,792,792,6.6875,531,Low,Low
96467516,2016-09-23,within an hour,FALSE,28,7,Geylang,Central Region,388038,1.31555,103.8877,Apartment,Private room,4,2,1,2,Real Bed,35,70,0,0,2,7,2,1125,43,23,78,8,8,9,10,9,9,TRUE,strict_14_with_grace_period,28,0,28,2.56,86,46,6020,3220,6.73125,1159,Medium,Medium
3234859,2012-08-12,within an hour,FALSE,9,7,Kallang,Central Region,199018,1.30495,103.86233,Apartment,Private room,1,1,1,1,Real Bed,17,60,0,28,1,0,1,1125,70,49,91,10,9,10,10,10,9,FALSE,strict_14_with_grace_period,9,0,9,4.07,70,49,4200,2940,7.51875,2662,Medium,Medium
170378301,2018-01-28,within an hour,FALSE,12,4,Rochor,Central Region,228374,1.30213,103.84845,Guest suite,Private room,2,1,1,2,Real Bed,14,55,0,0,1,0,7,1125,2,2,90,10,10,10,10,10,10,TRUE,flexible,9,0,9,0.19,14,14,770,770,7.5625,667,Low,Low
8492007,2013-08-28,within a few hours,FALSE,175,5,Geylang,Central Region,399107,1.31034,103.87624,Apartment,Entire home/apt,7,2,2,2,Real Bed,28,198,0,25,6,16,2,1125,5,0,80,8,9,8,8,8,8,TRUE,strict_14_with_grace_period,169,108,1,0.31,10,0,1980,0,6.64375,2281,Low,Low
8492007,2013-08-28,within a few hours,FALSE,175,5,Geylang,Central Region,399107,1.30916,103.87812,Apartment,Entire home/apt,9,3,3,4,Real Bed,26,248,0,25,6,16,2,1125,2,0,40,5,5,6,5,4,4,TRUE,strict_14_with_grace_period,169,108,1,0.12,4,0,992,0,4.018750000000001,2281,Low,Low
31464513,2015-04-18,within an hour,FALSE,115,8,Geylang,Central Region,399100,1.31127,103.87788,Serviced apartment,Hotel room,6,2,2,2,Real Bed,21,237,200,35,4,20,3,1124,3,0,93,9,9,10,10,9,10,TRUE,strict_14_with_grace_period,106,68,0,0.18,9,0,2133,0,7.5625,1683,Low,Low
31464513,2015-04-18,within an hour,FALSE,115,8,Geylang,Central Region,399100,1.31005,103.87796,Serviced apartment,Hotel room,8,2,3,3,Real Bed,21,267,200,35,6,20,3,1124,1,0,60,6,4,10,8,2,6,TRUE,strict_14_with_grace_period,106,68,0,0.06,3,0,801,0,5.2,1683,Low,Low
31464513,2015-04-18,within an hour,FALSE,115,8,Geylang,Central Region,399100,1.3115,103.87824,Serviced apartment,Hotel room,6,2,2,2,Real Bed,21,237,200,35,4,20,3,1124,18,9,94,9,9,10,10,9,9,TRUE,strict_14_with_grace_period,106,68,0,1.04,54,27,12798,6399,7.5625,1683,Medium,High
31464513,2015-04-18,within an hour,FALSE,115,8,Geylang,Central Region,399100,1.30993,103.87826,Serviced apartment,Entire home/apt,7,2,3,3,Real Bed,21,318,200,35,6,20,3,1124,10,0,84,9,8,10,10,8,8,TRUE,strict_14_with_grace_period,106,68,0,0.59,30,0,9540,0,6.9937499999999995,1683,Medium,Low
194915699,2018-06-11,N/A,FALSE,1,2,Bukit Panjang,West Region,678278,1.37778,103.76279,Condominium,Private room,2,1,1,1,Real Bed,25,60,0,20,1,0,1,1125,9,0,91,9,9,10,10,8,10,FALSE,flexible,1,0,1,0.53,9,0,540,0,7.4312499999999995,533,Low,Low
96467516,2016-09-23,within an hour,FALSE,28,7,Geylang,Central Region,388038,1.31501,103.88655,Apartment,Private room,4,2,1,2,Real Bed,35,70,0,0,2,7,2,1125,23,20,72,8,8,9,9,9,8,TRUE,strict_14_with_grace_period,28,0,28,1.45,46,40,3220,2800,6.3812500000000005,1159,Medium,Medium
32184450,2015-04-29,within an hour,FALSE,73,7,Museum,Central Region,238289,1.29434,103.84322,Apartment,Entire home/apt,3,1,1,1,Real Bed,17,150,200,25,3,110,12,1125,4,2,70,7,7,8,7,8,8,FALSE,strict_14_with_grace_period,79,79,0,0.3,48,24,7200,3600,6.03125,1672,Medium,Medium
31464513,2015-04-18,within an hour,FALSE,115,8,Kallang,Central Region,218392,1.31572,103.85314,Apartment,Entire home/apt,3,1,1,1,Real Bed,21,141,200,35,2,20,14,1124,2,1,80,7,9,8,8,8,8,TRUE,strict_14_with_grace_period,106,68,0,0.16,28,14,3948,1974,6.6000000000000005,1683,Medium,Medium
31464513,2015-04-18,within an hour,FALSE,115,8,Singapore River,Central Region,238291,1.29345,103.84173,Condominium,Entire home/apt,3,1,1,1,Real Bed,22,147,200,35,2,20,5,1124,2,1,100,10,10,10,10,10,10,TRUE,strict_14_with_grace_period,106,68,0,0.12,10,5,1470,735,8,1683,Low,Low
71047039,2016-05-09,within a few hours,FALSE,17,3,Outram,Central Region,069469,1.28151,103.84629,Serviced apartment,Hotel room,4,1,1,2,Real Bed,15,180,500,50,2,15,3,300,13,6,91,9,9,10,10,10,9,TRUE,strict_14_with_grace_period,15,9,0,0.76,39,18,7020,3240,7.4750000000000005,1296,Medium,Medium
32184450,2015-04-29,within an hour,FALSE,73,7,Novena,Central Region,328933,1.323,103.85397,Apartment,Entire home/apt,3,1,1,1,Real Bed,19,100,200,25,3,20,5,1125,7,5,77,8,9,8,7,7,8,FALSE,strict_14_with_grace_period,79,79,0,0.44,35,25,3500,2500,6.425,1672,Medium,Medium
32184450,2015-04-29,within an hour,FALSE,73,7,Rochor,Central Region,229979,1.30212,103.84873,Apartment,Entire home/apt,3,1,1,1,Real Bed,22,130,200,35,3,100,12,1125,2,2,90,10,9,9,9,10,9,FALSE,strict_14_with_grace_period,79,79,0,0.18,24,24,3120,3120,7.3875,1672,Medium,Medium
32184450,2015-04-29,within an hour,FALSE,73,7,Kallang,Central Region,218896,1.3141,103.85392,Apartment,Entire home/apt,6,1,2,1,Real Bed,28,220,200,30,4,20,5,1125,2,0,40,3,5,4,3,8,4,FALSE,strict_14_with_grace_period,79,79,0,0.12,10,0,2200,0,3.93125,1672,Low,Low
31464513,2015-04-18,within an hour,FALSE,115,8,Geylang,Central Region,399100,1.31192,103.8781,Apartment,Entire home/apt,6,2,2,2,Real Bed,21,237,200,35,4,20,3,1124,7,3,91,10,8,10,10,9,8,TRUE,strict_14_with_grace_period,106,68,0,0.42,21,9,4977,2133,7.3875,1683,Medium,Medium
31464513,2015-04-18,within an hour,FALSE,115,8,Geylang,Central Region,399100,1.31042,103.87654,Apartment,Entire home/apt,8,2,3,3,Real Bed,21,318,200,35,6,20,14,1124,6,0,97,10,9,10,10,10,9,TRUE,strict_14_with_grace_period,106,68,0,0.36,84,0,26712,0,7.78125,1683,High,Low
8527085,2013-08-30,within an hour,FALSE,39,5,Outram,Central Region,068882,1.28158,103.84871,Condominium,Entire home/apt,4,1,2,1,Real Bed,15,258,200,50,4,40,2,1125,20,16,94,9,10,9,10,10,9,FALSE,strict_14_with_grace_period,36,36,0,1.19,40,32,10320,8256,7.60625,2279,Medium,High
8527085,2013-08-30,within an hour,FALSE,39,5,Orchard,Central Region,238863,1.30441,103.83354,Apartment,Entire home/apt,9,2,2,5,Real Bed,13,319,200,50,5,30,2,1125,42,36,94,9,9,10,10,10,9,TRUE,strict_14_with_grace_period,36,36,0,2.79,84,72,26796,22968,7.60625,2279,High,High
